2.188585510253906250e+02,5.463311386108398438e+01,1.136798977851867676e+00
2.164754791259765625e+02,5.449231719970703125e+01,-9.134163856506347656e-01
2.141650085449218750e+02,5.394595718383789062e+01,1.960700988769531250e+00
2.119856872558593750e+02,5.300672531127929688e+01,-6.195336580276489258e-01
2.097916412353515625e+02,5.206338500976562500e+01,-7.597356438636779785e-01
2.075970764160156250e+02,5.112168884277343750e+01,-3.280418217182159424e-01
2.055995178222656250e+02,4.981029891967773438e+01,3.150767385959625244e-01
2.038597717285156250e+02,4.817519760131835938e+01,-5.485634207725524902e-01
2.024303894042968750e+02,4.625995635986328125e+01,3.865798711776733398e-01
2.013552398681640625e+02,4.412759017944335938e+01,7.910292148590087891e-01
2.006659851074218750e+02,4.183881759643554688e+01,-3.033356964588165283e-01
2.003848266601562500e+02,3.946567153930664062e+01,-8.014873415231704712e-02
2.005191345214843750e+02,3.708002471923828125e+01,-9.034693986177444458e-02
2.010648040771484375e+02,3.475297546386718750e+01,6.225675940513610840e-01
2.016102600097656250e+02,3.242431640625000000e+01,-1.039253711700439453e+00
2.017418212890625000e+02,3.003991317749023438e+01,-6.765409111976623535e-01
2.014570007324218750e+02,2.767059516906738281e+01,-1.047918759286403656e-02
2.007649688720703125e+02,2.538473892211914062e+01,-9.565284103155136108e-02
1.996869201660156250e+02,2.325165748596191406e+01,-1.696891039609909058e-01
1.982552032470703125e+02,2.134048652648925781e+01,4.094607234001159668e-01
1.965135803222656250e+02,1.970414161682128906e+01,1.182186126708984375e+00
1.945153503417968750e+02,1.839422035217285156e+01,-1.829785704612731934e+00
1.923187713623046875e+02,1.745273971557617188e+01,-8.613771200180053711e-01
1.899919128417968750e+02,1.690528488159179688e+01,-6.711548566818237305e-01
1.876169128417968750e+02,1.657312965393066406e+01,3.120288848876953125e-01
1.852432403564453125e+02,1.622662734985351562e+01,-6.939721107482910156e-01
1.828596496582031250e+02,1.605825042724609375e+01,3.006319999694824219e-01
1.804641265869140625e+02,1.615539360046386719e+01,-1.238926220685243607e-02
1.780756072998046875e+02,1.610252952575683594e+01,6.206058263778686523e-01
1.756902008056640625e+02,1.585503101348876953e+01,5.224247463047504425e-03
1.733424377441406250e+02,1.541295623779296875e+01,-1.803550869226455688e-01
1.710625000000000000e+02,1.467786884307861328e+01,-1.003913521766662598e+00
1.687557373046875000e+02,1.404911804199218750e+01,-3.939513862133026123e-01
1.664075012207031250e+02,1.356766510009765625e+01,-1.007433891296386719e+00
1.640391387939453125e+02,1.324380588531494141e+01,1.530711531639099121e+00
1.616414337158203125e+02,1.319653892517089844e+01,-2.245806455612182617e-01
1.592439270019531250e+02,1.325861358642578125e+01,2.942322790622711182e-01
1.568503875732421875e+02,1.340660476684570312e+01,7.192484140396118164e-01
1.544618530273437500e+02,1.339036941528320312e+01,1.598501801490783691e+00
1.521125030517578125e+02,1.296226310729980469e+01,6.225563883781433105e-01
1.498725280761718750e+02,1.213312339782714844e+01,2.370201051235198975e-01
1.478108825683593750e+02,1.092679786682128906e+01,3.166900575160980225e-01
1.457468261718750000e+02,9.722206115722656250e+00,-1.272334694862365723e+00
1.435834350585937500e+02,8.685923576354980469e+00,2.186652421951293945e+00
1.413484649658203125e+02,7.843499183654785156e+00,-1.447826623916625977e+00
1.390400695800781250e+02,7.190809726715087891e+00,-9.767386913299560547e-01
1.367704162597656250e+02,6.422721862792968750e+00,1.500894904136657715e+00
1.344788360595703125e+02,5.748164176940917969e+00,-1.362402558326721191e+00
1.321064605712890625e+02,5.427973270416259766e+00,-6.564490795135498047e-01
1.297171173095703125e+02,5.476258754730224609e+00,1.063588619232177734e+00
1.273284988403320312e+02,5.528236865997314453e+00,-4.775803983211517334e-01
1.249402465820312500e+02,5.320768356323242188e+00,1.172641739249229431e-01
1.225908660888671875e+02,4.876936435699462891e+00,1.699312567710876465e+00
1.202381591796875000e+02,4.455856323242187500e+00,-6.994605064392089844e-01
1.178444366455078125e+02,4.376827239990234375e+00,9.485880136489868164e-01
1.154505386352539062e+02,4.522592544555664062e+00,-1.757259517908096313e-01
1.130642623901367188e+02,4.767568111419677734e+00,-5.652445554733276367e-01
1.106883239746093750e+02,5.089776992797851562e+00,6.367413997650146484e-01
1.083065872192382812e+02,5.329961776733398438e+00,-3.983393311500549316e-01
1.059245223999023438e+02,5.572293281555175781e+00,-3.342744708061218262e-01
1.035571212768554688e+02,5.959712505340576172e+00,1.422874450683593750e+00
1.011967315673828125e+02,6.387356758117675781e+00,-3.627833724021911621e-02
